user_id,question_id,answer
415840750,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
415840750,Хотели бы вы участвовать в проектах с международными вузами?,Да
415840750,Какой формат проектного обучения наиболее удобен?,Групповой
415840750,Какие меры поддержки наиболее полезны?,Наставник; Языковые воркшопы; Часть работы на английском
415840750,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики
415840750,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Затрудняюсь
453330751,Страна,Казахстан
453330751,Институт,ИСА
453330751,Направление,Строительство
453330751,Уровень,бакалавр
453330751,Возраст,21
453330751,Какой у вас уровень владения русским языком?,Свободно
453330751,На каком языке чаще всего проводятся проектные занятия?,Только на русском
453330751,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
453330751,С какими трудностями вы чаще всего сталкиваетесь?,Нет поддержки от преподавателя; Разные стили работы; Непонимание задания
453330751,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
453330751,Есть ли возможность получить помощь при работе над проектом?,Иногда
453330751,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
453330751,Хотели бы вы участвовать в проектах с международными вузами?,Нет
453330751,Какой формат проектного обучения наиболее удобен?,Индивидуальный
453330751,Какие меры поддержки наиболее полезны?,Наставник
453330751,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Ассистенты для текстов
453330751,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
550945330,Страна,Россия
550945330,Институт,УГИ
550945330,Направление,Психология
550945330,Уровень,аспирант
550945330,Возраст,43
550945330,Какой у вас уровень владения русским языком?,Свободно
550945330,На каком языке чаще всего проводятся проектные занятия?,Только на русском
550945330,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
550945330,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер
550945330,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
550945330,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
550945330,Как вы оцениваете уровень межкультурного взаимодействия?,Очень высокий
550945330,Хотели бы вы участвовать в проектах с международными вузами?,Да
550945330,Какой формат проектного обучения наиболее удобен?,Групповой
550945330,Какие меры поддержки наиболее полезны?,
550945330,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики
550945330,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
581051685,Страна,Россия
581051685,Институт,ФТИ
581051685,Направление,Аналитическая химия
581051685,Уровень,аспирант
581051685,Возраст,24
581051685,Какой у вас уровень владения русским языком?,Свободно
639432098,Страна,Казахстан
639432098,Институт,УГИ
639432098,Направление,Социология
639432098,Уровень,бакалавр
639432098,Возраст,19
639432098,Какой у вас уровень владения русским языком?,Свободно
639432098,На каком языке чаще всего проводятся проектные занятия?,Только на русском
639432098,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
639432098,С какими трудностями вы чаще всего сталкиваетесь?,
639432098,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
639432098,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
751581062,Страна,Россия
751581062,Институт,УГИ
751581062,Направление,Социология
751581062,Уровень,магистр
751581062,Возраст,24
751581062,Какой у вас уровень владения русским языком?,Свободно
751581062,На каком языке чаще всего проводятся проектные занятия?,Смешанно
751581062,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
751581062,С какими трудностями вы чаще всего сталкиваетесь?,Разные стили работы; Непонимание задания
751581062,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
751581062,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
751581062,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
751581062,Хотели бы вы участвовать в проектах с международными вузами?,Да
751581062,Какой формат проектного обучения наиболее удобен?,Междисциплинарный модуль
751581062,Какие меры поддержки наиболее полезны?,Культурные брифинги; Чёткие rubrics; Часть работы на английском
751581062,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Другое
751581062,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
760419722,Страна,Россия
760419722,Институт,ИЕНиМ
760419722,Направление,Физика
760419722,Уровень,аспирант
760419722,Возраст,25
760419722,Какой у вас уровень владения русским языком?,Свободно
760419722,На каком языке чаще всего проводятся проектные занятия?,Смешанно
760419722,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
760419722,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер; Непонимание задания
760419722,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
760419722,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
760419722,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
760419722,Хотели бы вы участвовать в проектах с международными вузами?,Да
760419722,Какой формат проектного обучения наиболее удобен?,Групповой
760419722,Какие меры поддержки наиболее полезны?,Часть работы на английском
760419722,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики; Грамматические корректоры; Другое
760419722,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
791381702,Страна,Иордания
791381702,Институт,Медицинский
791381702,Направление,Лечебное дело
819136506,Страна,Ирак
819136506,Институт,ИРИТ-РТФ
819136506,Направление,Программная инженерия
819136506,Уровень,аспирант
819136506,Возраст,47
819136506,Какой у вас уровень владения русским языком?,Базовый
819136506,На каком языке чаще всего проводятся проектные занятия?,Только на русском
819136506,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
819136506,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер
819136506,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
819136506,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
819136506,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
819136506,Хотели бы вы участвовать в проектах с международными вузами?,Да
829918883,Страна,Узбекистан
829918883,Институт,ИРИТ-РТФ
829918883,Направление,Информатика и вычислительная техника
829918883,Уровень,бакалавр
829918883,Возраст,20
829918883,Какой у вас уровень владения русским языком?,Свободно
829918883,На каком языке чаще всего проводятся проектные занятия?,Только на русском
829918883,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
829918883,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер; Непонимание задания; Нет поддержки от преподавателя
829918883,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Редко
829918883,Есть ли возможность получить помощь при работе над проектом?,Иногда
829918883,Как вы оцениваете уровень межкультурного взаимодействия?,Не замечаю
829918883,Хотели бы вы участвовать в проектах с международными вузами?,Да
829918883,Какой формат проектного обучения наиболее удобен?,Групповой
829918883,Какие меры поддержки наиболее полезны?,Языковые воркшопы; Культурные брифинги; Часть работы на английском; Наставник
829918883,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики
829918883,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
844084972,Страна,Казахстан
844084972,Институт,УралЭНИН
844084972,Направление,Электроэнергетика и электротехника
844084972,Уровень,бакалавр
844084972,Возраст,23
844084972,Какой у вас уровень владения русским языком?,Свободно
844084972,На каком языке чаще всего проводятся проектные занятия?,Только на русском
844084972,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
844084972,С какими трудностями вы чаще всего сталкиваетесь?,
844084972,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
844084972,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
844084972,Как вы оцениваете уровень межкультурного взаимодействия?,Очень высокий
844084972,Хотели бы вы участвовать в проектах с международными вузами?,Да
844084972,Какой формат проектного обучения наиболее удобен?,Групповой
844084972,Какие меры поддержки наиболее полезны?,Наставник
844084972,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Не использую
844084972,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Затрудняюсь
859991662,Страна,Казахстан
859991662,Институт,УГИ
859991662,Направление,Социология
859991662,Уровень,бакалавр
859991662,Возраст,18
859991662,Какой у вас уровень владения русским языком?,Свободно
859991662,На каком языке чаще всего проводятся проектные занятия?,Только на русском
859991662,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
859991662,С какими трудностями вы чаще всего сталкиваетесь?,Сложности с ролями
859991662,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Никогда
859991662,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
859991662,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
859991662,Хотели бы вы участвовать в проектах с международными вузами?,Да
859991662,Какой формат проектного обучения наиболее удобен?,Индивидуальный
859991662,Какие меры поддержки наиболее полезны?,Культурные брифинги; Наставник
859991662,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Не использую
859991662,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
873617631,Страна,Иордания
906155317,Страна,Россия
906155317,Институт,ИНМТ
906155317,Направление,Технологические машины и оборудование
906155317,Уровень,магистр
906155317,Возраст,21
906155317,Какой у вас уровень владения русским языком?,Свободно
906155317,На каком языке чаще всего проводятся проектные занятия?,Только на русском
924664134,Страна,Ирак
924664134,Институт,ИСА
951177564,Страна,Россия
951177564,Институт,ИРИТ-РТФ
951177564,Направление,Прикладная информатика
951177564,Уровень,бакалавр
951177564,Возраст,18
951177564,Какой у вас уровень владения русским языком?,Свободно
951177564,На каком языке чаще всего проводятся проектные занятия?,Только на русском
951177564,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
951177564,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер; Разные стили работы
951177564,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
951177564,Есть ли возможность получить помощь при работе над проектом?,Иногда
951177564,Как вы оцениваете уровень межкультурного взаимодействия?,Низкий
951177564,Хотели бы вы участвовать в проектах с международными вузами?,Да
951177564,Какой формат проектного обучения наиболее удобен?,Групповой
951177564,Какие меры поддержки наиболее полезны?,Культурные брифинги; Часть работы на английском; Языковые воркшопы
951177564,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики
951177564,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
973742774,Страна,Россия
973742774,Институт,ИНФО
973742774,Направление,Геоэкология
973742774,Уровень,аспирант
973742774,Возраст,25
973742774,Какой у вас уровень владения русским языком?,Свободно
973742774,На каком языке чаще всего проводятся проектные занятия?,Только на русском
973742774,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
973742774,С какими трудностями вы чаще всего сталкиваетесь?,Разные стили работы
973742774,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
973742774,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
973742774,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
973742774,Хотели бы вы участвовать в проектах с международными вузами?,Да
973742774,Какой формат проектного обучения наиболее удобен?,Групповой
973742774,Какие меры поддержки наиболее полезны?,Языковые воркшопы; Наставник; Часть работы на английском
973742774,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики; Ассистенты для текстов
973742774,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
974618530,Страна,Казахстан
974618530,Институт,УГИ
974618530,Направление,Психология
974618530,Уровень,бакалавр
974618530,Возраст,22
974618530,Какой у вас уровень владения русским языком?,Свободно
974618530,На каком языке чаще всего проводятся проектные занятия?,Только на русском
974618530,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
984651848,Страна,Египет
984651848,Институт,ИСА
984651848,Направление,Строительство
984651848,Уровень,бакалавр
984651848,Возраст,22
984651848,Какой у вас уровень владения русским языком?,Базовый
984651848,На каком языке чаще всего проводятся проектные занятия?,Только на русском
984651848,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
984651848,С какими трудностями вы чаще всего сталкиваетесь?,
984651848,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
984651848,Есть ли возможность получить помощь при работе над проектом?,Иногда
984651848,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
984651848,Хотели бы вы участвовать в проектах с международными вузами?,Да
984651848,Какой формат проектного обучения наиболее удобен?,Групповой
984651848,Какие меры поддержки наиболее полезны?,Часть работы на английском; Языковые воркшопы; Культурные брифинги
984651848,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики; Ассистенты для текстов; Презентации с поддержкой технологий искусственного интеллекта; Грамматические корректоры
984651848,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
985962111,Страна,Замбия
985962111,Институт,ИНЭУ
985962111,Направление,Экономика
985962111,Уровень,бакалавр
985962111,Возраст,25
985962111,Какой у вас уровень владения русским языком?,Свободно
985962111,На каком языке чаще всего проводятся проектные занятия?,Смешанно
985962111,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
991018474,Страна,Мали
991018474,Институт,ИСА
991018474,Направление,Строительство и уникальные здания и сохраниженние
991018474,Уровень,специалист
991018474,Возраст,26
991018474,Какой у вас уровень владения русским языком?,Очень слабый
991018474,На каком языке чаще всего проводятся проектные занятия?,Только на русском
991018474,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
991018474,С какими трудностями вы чаще всего сталкиваетесь?,Непонимание задания
991018474,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Редко
991018474,Есть ли возможность получить помощь при работе над проектом?,Нет
991018474,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
991018474,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
991018474,Какой формат проектного обучения наиболее удобен?,Групповой
991018474,Какие меры поддержки наиболее полезны?,Наставник
991018474,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики
991018474,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
1009618378,Страна,Венесуэла
1009618378,Институт,ХТИ
1009618378,Направление,Биотехнология
1009618378,Уровень,магистр
1009618378,Возраст,30
1009618378,Какой у вас уровень владения русским языком?,Свободно
1009618378,На каком языке чаще всего проводятся проектные занятия?,Только на русском
1009618378,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Редко
1009618378,С какими трудностями вы чаще всего сталкиваетесь?,Нет поддержки от преподавателя; Языковой барьер
1009618378,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
1009618378,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
1009618378,Как вы оцениваете уровень межкультурного взаимодействия?,Низкий
1009618378,Хотели бы вы участвовать в проектах с международными вузами?,Да
1009618378,Какой формат проектного обучения наиболее удобен?,Междисциплинарный модуль
1009618378,Какие меры поддержки наиболее полезны?,Другое
1009618378,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Грамматические корректоры; Ассистенты для текстов; Переводчики
1009618378,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
1031512617,Страна,Россия
1031512617,Институт,ИНМТ
1031512617,Направление,Машиностроение
1031512617,Уровень,аспирант
1031512617,Возраст,25
1031512617,Какой у вас уровень владения русским языком?,Свободно
1031512617,На каком языке чаще всего проводятся проектные занятия?,Только на русском
1031512617,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
1031512617,С какими трудностями вы чаще всего сталкиваетесь?,Нет поддержки от преподавателя; Другое
1031512617,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Редко
1031512617,Есть ли возможность получить помощь при работе над проектом?,Иногда
1031512617,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
1031512617,Хотели бы вы участвовать в проектах с международными вузами?,Нет
1031512617,Какой формат проектного обучения наиболее удобен?,Групповой
1031512617,Какие меры поддержки наиболее полезны?,Чёткие rubrics
1031512617,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Не использую
1031512617,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Нет
1074821366,Страна,Казахстан
1074821366,Институт,ИРИТ-РТФ
1074821366,Направление,Информатика и вычислительная техника
1074821366,Уровень,бакалавр
1074821366,Возраст,24
1074821366,Какой у вас уровень владения русским языком?,Свободно
1074821366,На каком языке чаще всего проводятся проектные занятия?,Только на русском
1079282849,Страна,Казахстан
1079282849,Институт,УГИ
1079282849,Направление,Социология
1079282849,Уровень,бакалавр
1079282849,Возраст,21
1079282849,Какой у вас уровень владения русским языком?,Свободно
1079282849,На каком языке чаще всего проводятся проектные занятия?,Только на русском
1079282849,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
1079282849,С какими трудностями вы чаще всего сталкиваетесь?,Другое
1079282849,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Редко
1079282849,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
1079282849,Как вы оцениваете уровень межкультурного взаимодействия?,Не замечаю
1079282849,Хотели бы вы участвовать в проектах с международными вузами?,Нет
1079282849,Какой формат проектного обучения наиболее удобен?,Групповой
1079282849,Какие меры поддержки наиболее полезны?,Другое
1079282849,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Не использую
1079282849,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Затрудняюсь
1101915874,Страна,Йемен
1101915874,Институт,ИФКСиМП
1101915874,Направление,Спорт
1101915874,Уровень,бакалавр
1101915874,Возраст,25
1101915874,Какой у вас уровень владения русским языком?,Базовый
1166573847,Страна,Казахстан
1166573847,Институт,ИРИТ-РТФ
1191697285,Страна,Россия
1191697285,Институт,ФТИ
1191697285,Направление,Химическая технология
1191697285,Уровень,аспирант
1191697285,Возраст,25
1191697285,Какой у вас уровень владения русским языком?,Свободно
1191697285,На каком языке чаще всего проводятся проектные занятия?,Только на русском
1191697285,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
1191697285,С какими трудностями вы чаще всего сталкиваетесь?,
1191697285,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
1191697285,Есть ли возможность получить помощь при работе над проектом?,Иногда
1191697285,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
1191697285,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
1191697285,Какой формат проектного обучения наиболее удобен?,Групповой
1191697285,Какие меры поддержки наиболее полезны?,Наставник
1191697285,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики; Не использую
1191697285,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
1247348692,Страна,Ирак
1247348692,Институт,ХТИ
1247348692,Направление,1.4.3 органическая химия
1247348692,Уровень,аспирант
1247348692,Возраст,34
1247348692,Какой у вас уровень владения русским языком?,Базовый
1247348692,На каком языке чаще всего проводятся проектные занятия?,Смешанно
1247348692,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
1247348692,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер; Непонимание задания; Другое
1247348692,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
1247348692,Есть ли возможность получить помощь при работе над проектом?,Иногда
1247348692,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
1247348692,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
1247348692,Какой формат проектного обучения наиболее удобен?,Групповой
1247348692,Какие меры поддержки наиболее полезны?,
1247348692,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики
1247348692,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
1335827280,Страна,Россия
1335827280,Институт,Горный университет
1335827280,Направление,Химия
1335827280,Уровень,аспирант
1335827280,Возраст,35
1335827280,Какой у вас уровень владения русским языком?,Свободно
1335827280,На каком языке чаще всего проводятся проектные занятия?,Только на русском
1335827280,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
1335827280,С какими трудностями вы чаще всего сталкиваетесь?,Нет поддержки от преподавателя
1335827280,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
1335827280,Есть ли возможность получить помощь при работе над проектом?,Иногда
1335827280,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
1335827280,Хотели бы вы участвовать в проектах с международными вузами?,Да
1335827280,Какой формат проектного обучения наиболее удобен?,Групповой
1335827280,Какие меры поддержки наиболее полезны?,Наставник; Языковые воркшопы
1335827280,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,
1335827280,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
1384848132,Страна,Индия
1384848132,Институт,ИРИТ-РТФ
1384848132,Направление,Прикладной искусственный интеллект
1384848132,Уровень,магистр
1384848132,Возраст,33
1384848132,Какой у вас уровень владения русским языком?,Базовый
1384848132,На каком языке чаще всего проводятся проектные занятия?,Только на английском
1384848132,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
1384848132,С какими трудностями вы чаще всего сталкиваетесь?,Непонимание задания
1384848132,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
1384848132,Есть ли возможность получить помощь при работе над проектом?,Иногда
1384848132,Как вы оцениваете уровень межкультурного взаимодействия?,Не замечаю
1384848132,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
1384848132,Какой формат проектного обучения наиболее удобен?,Индивидуальный
1384848132,Какие меры поддержки наиболее полезны?,Наставник; Чёткие rubrics
1384848132,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики; Грамматические корректоры
1384848132,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
1578544837,Страна,Казахстан
1578544837,Институт,УралЭНИН
1578544837,Направление,Электроэнергетика
1578544837,Уровень,бакалавр
1578544837,Возраст,19
1578544837,Какой у вас уровень владения русским языком?,Свободно
1578544837,На каком языке чаще всего проводятся проектные занятия?,Только на русском
1578544837,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Редко
1578544837,С какими трудностями вы чаще всего сталкиваетесь?,Сложности с ролями
1578544837,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
1578544837,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
1578544837,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
1578544837,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
1578544837,Какой формат проектного обучения наиболее удобен?,Индивидуальный
1578544837,Какие меры поддержки наиболее полезны?,Наставник
1578544837,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Не использую
1578544837,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
1756939125,Страна,Китай
1756939125,Институт,跨文化交流学院
1756939125,Направление,Филология
1756939125,Уровень,магистр
1756939125,Возраст,24
1756939125,Какой у вас уровень владения русским языком?,Свободно
1756939125,На каком языке чаще всего проводятся проектные занятия?,Только на русском
1756939125,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
